ROOT,LEMMA,POS,LEMMA_ARA,DER_CLASS,GLOSS,FUNCTION,PATTERN_ABSTRACT,PARENT_LEMMA,PARENT_POS,PARENT_LEMMA_ARA,PARENT_DER_CLASS,PARENT_GLOSS,PARENT_FUNCTION,PARENT_PATTERN_ABSTRACT
$.T.r,$aTor,NOUN,شَطْر,N_VERB_I,bisecting;portion,-,1a2o3,$aTar-u,VERB,شَطَر-ُ,VERB_I,bisect;cut_in_half,trans,1a2a3
$.T.r,$iTorap,NOUN,شِطْرَة,N_VERB_I,half;side,-,1i2o3+ap,$aTar-u,VERB,شَطَر-ُ,VERB_I,bisect;cut_in_half,trans,1a2a3
$.T.r,$aATir,ADJ,شَاطِر,ACT_PRTC,clever;cute;smart,-,1A2i3,$aTar-u,VERB,شَطَر-ُ,VERB_I,bisect;cut_in_half,trans,1a2a3
$.T.r,$aATir,NOUN,شَاطِر,SEM_SPECS,clever;cute;smart,-,1A2i3,$aATir,ADJ,شَاطِر,ACT_PRTC,clever;cute;smart,-,1A2i3
$.T.r,{ino$aTar,VERB,ٱِنْشَطَر,VERB_VII,be_bisected;be_split;disintegrate,INTRANS,{ino1a2a3_INTRANS,$aTar-u,VERB,شَطَر-ُ,VERB_I,bisect;cut_in_half,trans,1a2a3
$.T.r,$aATar,VERB,شَاطَر,VERB_III,participate;share,trans,1A2a3,$aTar-u,VERB,شَطَر-ُ,VERB_I,bisect;cut_in_half,trans,1a2a3
$.T.r,mu$aATarap,NOUN,مُشَاطَرَة,N_VERB_III,participation;sharing,-,mu1A2a3+ap,$aATar,VERB,شَاطَر,VERB_III,participate;share,trans,1A2a3
$.T.r,ta$aATar,VERB,تَشَاطَر,VERB_VI,share,trans,ta1A2a3,$aATar,VERB,شَاطَر,VERB_III,participate;share,trans,1A2a3
$.T.r,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS,$.T.r,ROOT,,ROOT,,,ROOT
$.T.r,$aTiyrap,NOUN,شَطِيرَة,N_VERB_I,sandwich,-,1a2iy3+ap,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS
$.T.r,$aTor,NOUN,شَطْر,N_VERB_I,bisecting;portion,-,1a2o3,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS
$.T.r,$iTorap,NOUN,شِطْرَة,N_VERB_I,half;side,-,1i2o3+ap,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS
$.T.r,$aATir,ADJ,شَاطِر,ACT_PRTC,clever;cute;smart,-,1A2i3,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS
$.T.r,$aATir,NOUN,شَاطِر,SEM_SPECS,clever;cute;smart,-,1A2i3,$aATir,ADJ,شَاطِر,ACT_PRTC,clever;cute;smart,-,1A2i3
$.T.r,{ino$aTar,VERB,ٱِنْشَطَر,VERB_VII,be_bisected;be_split;disintegrate,INTRANS,{ino1a2a3_INTRANS,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS
$.T.r,$aATar,VERB,شَاطَر,VERB_III,participate;share,trans,1A2a3,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS
$.T.r,mu$aATarap,NOUN,مُشَاطَرَة,N_VERB_III,participation;sharing,-,mu1A2a3+ap,$aATar,VERB,شَاطَر,VERB_III,participate;share,trans,1A2a3
$.T.r,ta$aATar,VERB,تَشَاطَر,VERB_VI,share,trans,ta1A2a3,$aATar,VERB,شَاطَر,VERB_III,participate;share,trans,1A2a3
$.T.r,$aTaArap,NOUN,شَطَارَة,N_VERB_I,cleverness,-,1a2A3+ap,$aTur-u,VERB,شَطُر-ُ,VERB_I,be_sly,INTRANS,1a2u3_INTRANS
$.Z.f,$aZaf-u,VERB,شَظَف-ُ,VERB_I,castrate,trans,1a2a3,$.Z.f,ROOT,,ROOT,,,ROOT
$.Z.f,$aZaf,NOUN,شَظَف,N_VERB_I,hardship;privation,-,1a2a3,$aZaf-u,VERB,شَظَف-ُ,VERB_I,castrate,trans,1a2a3
$.Z.f,$aZif,ADJ,شَظِف,DES_ADJ,austere;harsh,-,1a2i3,$aZaf-u,VERB,شَظَف-ُ,VERB_I,castrate,trans,1a2a3
$.Z.y,$aZiy-a,VERB,شَظِي-َ,VERB_I,be_shattered;be_splintered,INTRANS,1a2a3_INTRANS,$.Z.y,ROOT,,ROOT,,,ROOT
$.Z.y,$aZiy~ap,NOUN,شَظِيَّة,N_VERB_I,sliver;smithereen;splinter,-,1a2iy3+ap,$aZiy-a,VERB,شَظِي-َ,VERB_I,be_shattered;be_splintered,INTRANS,1a2a3_INTRANS
$.b.E,$abiE-a,VERB,شَبِع-َ,VERB_I,eat_one's_fill;have_enough,trans,1a2i3,$.b.E,ROOT,,ROOT,,,ROOT
$.b.E,$ab~aE,VERB,شَبَّع,VERB_II,gratify;satiate,trans,1a2~a3,$abiE-a,VERB,شَبِع-َ,VERB_I,eat_one's_fill;have_enough,trans,1a2i3
$.b.E,mu$ab~aE,ADJ,مُشَبَّع,PASS_PRTC,charged;satiated;saturated,-,mu1a2~a3,$ab~aE,VERB,شَبَّع,VERB_II,gratify;satiate,trans,1a2~a3
$.b.E,$aboE,NOUN,شَبْع,N_VERB_I,saturation;sufficiency,-,1a2o3,$abiE-a,VERB,شَبِع-َ,VERB_I,eat_one's_fill;have_enough,trans,1a2i3
$.b.E,$uboEap,NOUN,شُبْعَة,N_VERB_I,a_fill,-,1u2o3+ap,$abiE-a,VERB,شَبِع-َ,VERB_I,eat_one's_fill;have_enough,trans,1a2i3
$.b.E,$aboEaAn,ADJ,شَبْعَان,DES_ADJ,full;satiated,-,1a2o3An,$abiE-a,VERB,شَبِع-َ,VERB_I,eat_one's_fill;have_enough,trans,1a2i3
$.b.T,$abaT,VERB,شَبَط,VERB_I,cling;hold_on,trans,1a2a3,$.b.T,ROOT,,ROOT,,,ROOT
$.b.b,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3,$.b.b,ROOT,,ROOT,,,ROOT
$.b.b,$ab~ab,VERB,شَبَّب,VERB_II,flirt,trans,1a2~a3,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$abiybap,NOUN,شَبِيبَة,N_VERB_I,youth;youthfulness,-,1a2iy3+ap,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$ab~_1,NOUN,شَبّـ1,N_VERB_I,alum,-,1a2o3,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$ab~_2,NOUN,شَبّـ2,N_VERB_I,styptic_pencil;young_woman;youth,-,1a2o3,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,ma$obuwb,ADJ,مَشْبُوب,DES_ADJ,ignited;kindled,-,ma1o2uw3,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$aAb~,ADJ,شَابّ,ACT_PRTC,new;young,-,1A2i3,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$aAb~,NOUN,شَابّ,SEM_SPECS,young_man,-,1A2i3,$aAb~,ADJ,شَابّ,ACT_PRTC,new;young,-,1A2i3
$.b.b,$ubuwb,NOUN,شُبُوب,N_VERB_I,outbreak,-,1u2uw3,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$aAb~ap,NOUN,شَابَّة,N_INSTR,young_woman,-,1A2i3+ap,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$ab~ap,NOUN,شَبَّة,N_VERB_I,alum;styptic_pencil,-,1a2o3+ap,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$ab~aAbap,NOUN,شَبَّابَة,N_INSTR,reed_flute,-,1a2~A3+ap,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$ab~,ADJ,شَبّ,DES_ADJ,young;youth,-,1a2o3,$ab~-i,VERB,شَبّ-ِ,VERB_I,burn;grow_up,gem trans,1a2a3
$.b.b,$ab~_1,NOUN,شَبّـ1,SEM_SPECS,alum,-,1a2o3,$ab~,ADJ,شَبّ,DES_ADJ,young;youth,-,1a2o3
$.b.b,$ab~_2,NOUN,شَبّـ2,SEM_SPECS,styptic_pencil;young_woman;youth,-,1a2o3,$ab~,ADJ,شَبّ,DES_ADJ,young;youth,-,1a2o3
$.b.b,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3,$.b.b,ROOT,,ROOT,,,ROOT
$.b.b,$ab~ab,VERB,شَبَّب,VERB_II,flirt,trans,1a2~a3,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$abiybap,NOUN,شَبِيبَة,N_VERB_I,youth;youthfulness,-,1a2iy3+ap,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$ab~_1,NOUN,شَبّـ1,N_VERB_I,alum,-,1a2o3,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$ab~_2,NOUN,شَبّـ2,N_VERB_I,styptic_pencil;young_woman;youth,-,1a2o3,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,ma$obuwb,ADJ,مَشْبُوب,DES_ADJ,ignited;kindled,-,ma1o2uw3,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$aAb~,ADJ,شَابّ,ACT_PRTC,new;young,-,1A2i3,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$aAb~,NOUN,شَابّ,SEM_SPECS,young_man,-,1A2i3,$aAb~,ADJ,شَابّ,ACT_PRTC,new;young,-,1A2i3
$.b.b,$ubuwb,NOUN,شُبُوب,N_VERB_I,outbreak,-,1u2uw3,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$aAb~ap,NOUN,شَابَّة,N_INSTR,young_woman,-,1A2i3+ap,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$ab~ap,NOUN,شَبَّة,N_VERB_I,alum;styptic_pencil,-,1a2o3+ap,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$ab~aAbap,NOUN,شَبَّابَة,N_INSTR,reed_flute,-,1a2~A3+ap,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$ab~,ADJ,شَبّ,DES_ADJ,young;youth,-,1a2o3,$ab~-u,VERB,شَبّ-ُ,VERB_I,kindle,gem trans,1a2a3
$.b.b,$ab~_1,NOUN,شَبّـ1,SEM_SPECS,alum,-,1a2o3,$ab~,ADJ,شَبّ,DES_ADJ,young;youth,-,1a2o3
$.b.b,$ab~_2,NOUN,شَبّـ2,SEM_SPECS,styptic_pencil;young_woman;youth,-,1a2o3,$ab~,ADJ,شَبّ,DES_ADJ,young;youth,-,1a2o3
$.b.k,$abak-i,VERB,شَبَك-ِ,VERB_I,entwine;link,trans,1a2a3,$.b.k,ROOT,,ROOT,,,ROOT
$.b.k,$ab~ak,VERB,شَبَّك,VERB_II,interweave;weave,trans,1a2~a3,$abak-i,VERB,شَبَك-ِ,VERB_I,entwine;link,trans,1a2a3
$.b.k,mu$ab~ak,ADJ,مُشَبَّك,PASS_PRTC,adorned_with_latticework;plaited,-,mu1a2~a3,$ab~ak,VERB,شَبَّك,VERB_II,interweave;weave,trans,1a2~a3
$.b.k,$abiykap,NOUN,شَبِيكَة,N_VERB_I,grating;lattice,-,1a2iy3+ap,$abak-i,VERB,شَبَك-ِ,VERB_I,entwine;link,trans,1a2a3
$.b.k,mi$obak,NOUN,مِشْبَك,N_INSTR,clasp;clip;hook,-,mi1o2a3,$abak-i,VERB,شَبَك-ِ,VERB_I,entwine;link,trans,1a2a3
$.b.k,$abakap,NOUN,شَبَكَة,N_VERB_I,net;network;system,-,1a2a3+ap,$abak-i,VERB,شَبَك-ِ,VERB_I,entwine;link,trans,1a2a3
$.b.k,$abakiy~,ADJ,شَبَكِيّ,ATTR_ADJ,net-like;network,-,1a2a3+iy~,$abakap,NOUN,شَبَكَة,N_VERB_I,net;network;system,-,1a2a3+ap
$.b.k,{i$otabak,VERB,ٱِشْتَبَك,VERB_VIII,clash;engage;skirmish,trans,{i1ota2a3,$abak-i,VERB,شَبَك-ِ,VERB_I,entwine;link,trans,1a2a3
$.b.k,mu$otabik,ADJ,مُشْتَبِك,ACT_PRTC,clashing;entangled;involved;skirmishing,-,mu1ota2i3,{i$otabak,VERB,ٱِشْتَبَك,VERB_VIII,clash;engage;skirmish,trans,{i1ota2a3
$.b.k,{i$otibaAk,NOUN,ٱِشْتِبَاك,N_VERB_VIII,clash;skirmish,-,{i1oti2A3,{i$otabak,VERB,ٱِشْتَبَك,VERB_VIII,clash;engage;skirmish,trans,{i1ota2a3
$.b.q,$abiq-a,VERB,شَبِق-َ,VERB_I,be_lecherous;be_lewd,INTRANS,1a2i3_INTRANS,$.b.q,ROOT,,ROOT,,,ROOT
$.b.q,$abaq,NOUN,شَبَق,N_VERB_I,lewdness;libido;licentiousness,-,1a2a3,$abiq-a,VERB,شَبِق-َ,VERB_I,be_lecherous;be_lewd,INTRANS,1a2i3_INTRANS
$.b.q,$abaqiy~,ADJ,شَبَقِيّ,ATTR_ADJ,lewd;shameless,-,1a2a3+iy~,$abaq,NOUN,شَبَق,N_VERB_I,lewdness;libido;licentiousness,-,1a2a3
$.b.q,$abiq,ADJ,شَبِق,DES_ADJ,lewd;licentious,-,1a2i3,$abiq-a,VERB,شَبِق-َ,VERB_I,be_lecherous;be_lewd,INTRANS,1a2i3_INTRANS
$.b.r,$abar-i,VERB,شَبَر-ِ,VERB_I,measure_with_the_hand,trans,1a2a3,$.b.r,ROOT,,ROOT,,,ROOT
$.b.r,$ibor,NOUN,شِبْر,N_VERB_I,foot;measurement;span_of_the_hand,-,1i2o3,$abar-i,VERB,شَبَر-ِ,VERB_I,measure_with_the_hand,trans,1a2a3
$.b.r,$ab~ar,VERB,شَبَّر,VERB_II,gesticulate;measure_with_the_hand,trans,1a2~a3,$abar-i,VERB,شَبَر-ِ,VERB_I,measure_with_the_hand,trans,1a2a3
$.b.r,$abar-u,VERB,شَبَر-ُ,VERB_I,measure_with_the_hand,trans,1a2a3,$.b.r,ROOT,,ROOT,,,ROOT
$.b.r,$ibor,NOUN,شِبْر,N_VERB_I,foot;measurement;span_of_the_hand,-,1i2o3,$abar-u,VERB,شَبَر-ُ,VERB_I,measure_with_the_hand,trans,1a2a3
$.b.r,$ab~ar,VERB,شَبَّر,VERB_II,gesticulate;measure_with_the_hand,trans,1a2~a3,$abar-u,VERB,شَبَر-ُ,VERB_I,measure_with_the_hand,trans,1a2a3
$.b.v,$abiv-a,VERB,شَبِث-َ,VERB_I,cleave;cling,trans,1a2i3,$.b.v,ROOT,,ROOT,,,ROOT
$.b.v,$abav,NOUN,شَبَث,N_VERB_I,spider,-,1a2a3,$abiv-a,VERB,شَبِث-َ,VERB_I,cleave;cling,trans,1a2i3
$.d.d,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3,$.d.d,ROOT,,ROOT,,,ROOT
$.d.d,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,mu$ad~ad,ADJ,مُشَدَّد,PASS_PRTC,intense,-,mu1a2~a3,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3
$.d.d,ta$odiyd,NOUN,تَشْدِيد,N_VERB_II,intensification;strengthening,-,ta1o2iy3,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3
$.d.d,mu$ad~id,ADJ,مُشَدِّد,ACT_PRTC,aggravating;intensifying;strengthening,-,mu1a2~i3,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3
$.d.d,$ad~,NOUN,شَدّ,N_VERB_I,intensification;strengthening,-,1a2o3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$id~ap,NOUN,شِدَّة,N_VERB_I,adversity;forcefulness;hardship;intensity,-,1i2o3+ap,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$adiyd,ADJ,شَدِيد,DES_ADJ,intense;severe;strong,-,1a2iy3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,ma$oduwd,ADJ,مَشْدُود,DES_ADJ,tense;tight,-,ma1o2uw3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$adaAd,NOUN,شَدَاد,N_VERB_I,saddle,-,1a2A3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$aAd~,VERB,شَادّ,VERB_III,argue,gem trans,1A2a3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,mu$aAd~ap,NOUN,مُشَادَّة,N_VERB_III,quarrel,-,mu1A2a3+ap,$aAd~,VERB,شَادّ,VERB_III,argue,gem trans,1A2a3
$.d.d,ta$aAd~,VERB,تَشَادّ,VERB_VI,argue,gem trans,ta1A2a3,$aAd~,VERB,شَادّ,VERB_III,argue,gem trans,1A2a3
$.d.d,mi$ad~,NOUN,مِشَدّ,N_INSTR,corset;stay,-,mi1o2a3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,{i$otad~,VERB,ٱِشْتَدّ,VERB_VIII,intensify,gem trans,{i1ota2a3,$ad~-i,VERB,شَدّ-ِ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,{i$otidaAd,NOUN,ٱِشْتِدَاد,N_VERB_VIII,aggravation;intensification,-,{i1oti2A3,{i$otad~,VERB,ٱِشْتَدّ,VERB_VIII,intensify,gem trans,{i1ota2a3
$.d.d,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3,$.d.d,ROOT,,ROOT,,,ROOT
$.d.d,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,mu$ad~ad,ADJ,مُشَدَّد,PASS_PRTC,intense,-,mu1a2~a3,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3
$.d.d,ta$odiyd,NOUN,تَشْدِيد,N_VERB_II,intensification;strengthening,-,ta1o2iy3,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3
$.d.d,mu$ad~id,ADJ,مُشَدِّد,ACT_PRTC,aggravating;intensifying;strengthening,-,mu1a2~i3,$ad~ad,VERB,شَدَّد,VERB_II,emphasize;intensify;strengthen,trans,1a2~a3
$.d.d,$ad~,NOUN,شَدّ,N_VERB_I,intensification;strengthening,-,1a2o3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$id~ap,NOUN,شِدَّة,N_VERB_I,adversity;forcefulness;hardship;intensity,-,1i2o3+ap,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$adiyd,ADJ,شَدِيد,DES_ADJ,intense;severe;strong,-,1a2iy3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,ma$oduwd,ADJ,مَشْدُود,DES_ADJ,tense;tight,-,ma1o2uw3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$adaAd,NOUN,شَدَاد,N_VERB_I,saddle,-,1a2A3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,$aAd~,VERB,شَادّ,VERB_III,argue,gem trans,1A2a3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,mu$aAd~ap,NOUN,مُشَادَّة,N_VERB_III,quarrel,-,mu1A2a3+ap,$aAd~,VERB,شَادّ,VERB_III,argue,gem trans,1A2a3
$.d.d,ta$aAd~,VERB,تَشَادّ,VERB_VI,argue,gem trans,ta1A2a3,$aAd~,VERB,شَادّ,VERB_III,argue,gem trans,1A2a3
$.d.d,mi$ad~,NOUN,مِشَدّ,N_INSTR,corset;stay,-,mi1o2a3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,{i$otad~,VERB,ٱِشْتَدّ,VERB_VIII,intensify,gem trans,{i1ota2a3,$ad~-u,VERB,شَدّ-ُ,VERB_I,make_strong;make_tight,gem trans,1a2a3
$.d.d,{i$otidaAd,NOUN,ٱِشْتِدَاد,N_VERB_VIII,aggravation;intensification,-,{i1oti2A3,{i$otad~,VERB,ٱِشْتَدّ,VERB_VIII,intensify,gem trans,{i1ota2a3
$.d.h,$adah-a,VERB,شَدَه-َ,VERB_I,baffle;confuse,trans,1a2a3,$.d.h,ROOT,,ROOT,,,ROOT
$.d.h,ma$oduwh,ADJ,مَشْدُوه,DES_ADJ,baffled;confused,-,ma1o2uw3,$adah-a,VERB,شَدَه-َ,VERB_I,baffle;confuse,trans,1a2a3
$.d.n,$adan-u,VERB,شَدَن-ُ,VERB_I,be_weaned,INTRANS,1a2a3_INTRANS,$.d.n,ROOT,,ROOT,,,ROOT
$.d.w,$adaA-u,VERB,شَدَا-ُ,VERB_I,chant;know,#-aw trans,1a2a3,$.d.w,ROOT,,ROOT,,,ROOT
$.d.w,$adow,NOUN,شَدْو,N_VERB_I,chant;song,-,1a2o3,$adaA-u,VERB,شَدَا-ُ,VERB_I,chant;know,#-aw trans,1a2a3
$.d.w,$aAdiy,ADJ,شَادِي,ACT_PRTC,chanting;educated;singing;trained,-,1A2i3,$adaA-u,VERB,شَدَا-ُ,VERB_I,chant;know,#-aw trans,1a2a3
$.d.w,$aAdiyap,NOUN,شَادِيَة,N_INSTR,singer;songstress,-,1A2i3+ap,$adaA-u,VERB,شَدَا-ُ,VERB_I,chant;know,#-aw trans,1a2a3
$.d.x,$adax-a,VERB,شَدَخ-َ,VERB_I,shatter;smash,trans,1a2a3,$.d.x,ROOT,,ROOT,,,ROOT
$.d.x,$ad~ax,VERB,شَدَّخ,VERB_II,shatter;smash,trans,1a2~a3,$adax-a,VERB,شَدَخ-َ,VERB_I,shatter;smash,trans,1a2a3
$.d.x,$adox,NOUN,شَدْخ,N_VERB_I,shattering;smashing,-,1a2o3,$adax-a,VERB,شَدَخ-َ,VERB_I,shatter;smash,trans,1a2a3
$.f.E,$afaE-a,VERB,شَفَع-َ,VERB_I,intercede;mediate_(for),trans,1a2a3,$.f.E,ROOT,,ROOT,,,ROOT
$.f.E,$afoE,NOUN,شَفْع,N_VERB_I,double_vision;even_number,-,1a2o3,$afaE-a,VERB,شَفَع-َ,VERB_I,intercede;mediate_(for),trans,1a2a3
$.f.E,$afoEiy~,ADJ,شَفْعِيّ,ATTR_ADJ,even_number,-,1a2o3+iy~,$afoE,NOUN,شَفْع,N_VERB_I,double_vision;even_number,-,1a2o3
$.f.E,ma$ofuwE,ADJ,مَشْفُوع,DES_ADJ,accompanied;combined,-,ma1o2uw3,$afaE-a,VERB,شَفَع-َ,VERB_I,intercede;mediate_(for),trans,1a2a3
$.f.E,$afiyE,NOUN,شَفِيع,N_VERB_I,intercessor;mediator,-,1a2iy3,$afaE-a,VERB,شَفَع-َ,VERB_I,intercede;mediate_(for),trans,1a2a3
$.f.E,$afiyEiy~,ADJ,شَفِيعِيّ,ATTR_ADJ,patronal,-,1a2iy3+iy~,$afiyE,NOUN,شَفِيع,N_VERB_I,intercessor;mediator,-,1a2iy3
$.f.E,$ufoEap,NOUN,شُفْعَة,N_VERB_I,preemption,-,1u2o3+ap,$afaE-a,VERB,شَفَع-َ,VERB_I,intercede;mediate_(for),trans,1a2a3
$.f.T,$afaT-u,VERB,شَفَط-ُ,VERB_I,sip;siphon_out;vacuum,trans,1a2a3,$.f.T,ROOT,,ROOT,,,ROOT
$.f.T,$afoT,NOUN,شَفْط,N_VERB_I,siphoning_out;vacuuming,-,1a2o3,$afaT-u,VERB,شَفَط-ُ,VERB_I,sip;siphon_out;vacuum,trans,1a2a3
$.f.T,$afoTiy~,ADJ,شَفْطِيّ,ATTR_ADJ,siphoning_out;vacuuming,-,1a2o3+iy~,$afoT,NOUN,شَفْط,N_VERB_I,siphoning_out;vacuuming,-,1a2o3
$.f.T,ma$ofuwT,ADJ,مَشْفُوط,DES_ADJ,siphoned_out;vacuumed,-,ma1o2uw3,$afaT-u,VERB,شَفَط-ُ,VERB_I,sip;siphon_out;vacuum,trans,1a2a3
$.f.T,$afoTap,NOUN,شَفْطَة,N_VERB_I,sip,-,1a2o3+ap,$afaT-u,VERB,شَفَط-ُ,VERB_I,sip;siphon_out;vacuum,trans,1a2a3
$.f.T,$afoTiy~,ADJ,شَفْطِيّ,ATTR_ADJ,siphoning_out;vacuuming,-,1a2o3+iy~,$afoTap,NOUN,شَفْطَة,N_VERB_I,sip,-,1a2o3+ap
$.f.T,$af~aATap,NOUN,شَفَّاطَة,N_INSTR,siphon;vacuum,-,1a2~A3+ap,$afaT-u,VERB,شَفَط-ُ,VERB_I,sip;siphon_out;vacuum,trans,1a2a3
$.f.f,$af~-i,VERB,شَفّ-ِ,VERB_I,be_thin;be_transparent,INTRANS,1a2a3_INTRANS,$.f.f,ROOT,,ROOT,,,ROOT
$.f.f,$if~,NOUN,شِفّ,N_VERB_I,gauze;veil,-,1i2o3,$af~-i,VERB,شَفّ-ِ,VERB_I,be_thin;be_transparent,INTRANS,1a2a3_INTRANS
$.f.f,$afiyf,ADJ,شَفِيف,DES_ADJ,translucent;transparent,-,1a2iy3,$af~-i,VERB,شَفّ-ِ,VERB_I,be_thin;be_transparent,INTRANS,1a2a3_INTRANS
$.f.f,$afaf,NOUN,شَفَف,N_VERB_I,transparency,-,1a2a3,$af~-i,VERB,شَفّ-ِ,VERB_I,be_thin;be_transparent,INTRANS,1a2a3_INTRANS
$.f.f,$ufuwf,NOUN,شُفُوف,N_VERB_I,translucence;transparency,-,1u2uw3,$af~-i,VERB,شَفّ-ِ,VERB_I,be_thin;be_transparent,INTRANS,1a2a3_INTRANS
$.f.f,{isota$af~,VERB,ٱِسْتَشَفّ,VERB_X,perceive;see_through,gem trans,{isota1o2a3,$af~-i,VERB,شَفّ-ِ,VERB_I,be_thin;be_transparent,INTRANS,1a2a3_INTRANS
$.f.f,{isoti$ofaAf,NOUN,ٱِسْتِشْفَاف,N_VERB_X,tracing,-,{isoti1o2A3,{isota$af~,VERB,ٱِسْتَشَفّ,VERB_X,perceive;see_through,gem trans,{isota1o2a3
